tti,,
7261,,
9079,,
6540,,
10774,,
8432,,
19906,,
18708,,
12671,,
4991,,
6123,,
8891,,
10326,,
12854,,
5338,,
23977,,
4575,,
5229,,
6293,,
5053,,
16069,,
14794,,
9762,,
6323,,
3620,,
5654,,
15792,,
21916,,
5211,,
4245,,
6139,,
10231,,
4933,,
14041,,
8536,,
6572,,
14146,,
10878,,
4612,,
5601,,
23812,,
4892,,
21291,,
9903,,
10572,,
4582,,
21938,,
9224,,
9482,,
4913,,
14974,,
7668,,
3567,,
7074,,
19517,,
9351,,
6120,,
7630,,
4237,,
11540,,
11997,,
8205,,
3158,,
21944,,
3924,,
6131,,
9905,,
5546,,
5125,,
8591,,
6108,,
4827,,
2548,,
13453,,
6166,,
4182,,
9150,,
5570,,
13676,,
10410,,
11374,,
9585,,
8650,,
7294,,
15606,,
5643,,
8369,,
14900,,
5519,,
8299,,
19787,,
8187,,
6802,,
4273,,
8178,,
5956,,
11364,,
8545,,
7326,,
7763,,
6666,,
9284,,
11611,,
21979,,
9491,,
5955,,
12001,,
4623,,
13555,,
12254,,
3014,,
8362,,
4398,,
2942,,
3038,,
6096,,
10208,,
15250,,
9415,,
8429,,
7241,,
15449,,
5551,,
13901,,
11175,,
14749,,
9342,,
5516,,
3074,,
5725,,
4393,,
4628,,
6055,,
4836,,
6388,,
12070,,
5772,,
5812,,
7594,,
6181,,
6338,,
9253,,
6262,,
8154,,
6849,,
13081,,
8138,,
7708,,
8422,,
11977,,
8299,,
9478,,
8050,,
8389,,
8576,,
11080,,
10568,,
8879,,
9362,,
8811,,
11118,,
10691,,
12682,,
10376,,
9811,,
19677,,
11216,,
12986,,
12823,,
13713,,
14981,,
12389,,
12015,,
16860,,
11926,,
21550,,
13950,,
13407,,
22537,,
13499,,
12728,,
12497,,
20172,,
14644,,
16201,,
14678,,
18207,,
20330,,
17568,,
22185,,
17258,,
15785,,
18212,,
16202,,
16342,,
17787,,
18604,,
18044,,
9396,,
21251,,
20801,,
9023,,
19332,,
19466,,
18901,,
22882,,
21077,,
24098,,
22379,,
22814,,
23992,,
24418,,
23864,,
3616,,
11531,,
5088,,
4947,,
20327,,
20459,,
9892,,
2796,,
5301,,
8104,,
7507,,
23052,,
10707,,
8624,,
11959,,
23571,,
5797,,
7436,,
14879,,
23288,,
2538,,
2951,,
5130,,
14707,,
9959,,
4579,,
7770,,
7478,,
9676,,
5914,,
13665,,
17920,,
5798,,
10346,,
4928,,
10123,,
5348,,
7315,,
6552,,
4070,,
7596,,
8296,,
8744,,
8060,,
1668,,
18670,,
20143,,
8472,,
10505,,
11462,,
12065,,
6669,,
16014,,
2961,,
10492,,
19569,,
15632,,
6679,,
13948,,
14668,,
15858,,
5942,,
14230,,
23324,,
7947,,
11570,,
8876,,
15424,,
8870,,
12622,,
10378,,
20504,,
3826,,
23353,,
9685,,
6261,,
4264,,
1972,,
10695,,
24304,,
5076,,
15877,,
6153,,
10175,,
16418,,
22301,,
6159,,
15023,,
14571,,
4418,,
20940,,
14561,,
12254,,
5100,,
23769,,
5929,,
23904,,
10886,,
14509,,
8997,,
17350,,
1359,,
12586,,
22504,,
15573,,
21983,,
22531,,
19921,,
10785,,
22548,,
7877,,
20556,,
4741,,
15347,,
11775,,
9361,,
9893,,
11710,,
9641,,
3799,,
21059,,
13660,,
22581,,
9222,,
21396,,
17152,,
13979,,
12927,,
18048,,
11146,,
2934,,
23905,,
6548,,
21825,,
16506,,
8245,,
14762,,
23561,,
8907,,
18292,,
14611,,
4484,,
3877,,
4833,,
2363,,
7611,,
2633,,
8977,,
5048,,
5659,,
6632,,
2361,,
3478,,
21879,,
23654,,
8267,,
18638,,
12282,,
12359,,
10346,,
21478,,
23911,,
14510,,
22473,,
22445,,
20494,,
13142,,
24463,,
6202,,
16853,,
18505,,
9894,,
18219,,
8233,,
19719,,
12875,,
5776,,
11116,,
17317,,
22219,,
6847,,
21678,,
17652,,
12408,,
8308,,
14983,,
20460,,
21051,,
5464,,
11323,,
8368,,
20939,,
2937,,
12556,,
20304,,
6509,,
23874,,
17180,,
14273,,
4685,,
8571,,
3064,,
15226,,
13421,,
16832,,
1871,,
13315,,
8643,,
5631,,
23134,,
11631,,
2921,,
7517,,
19979,,
3868,,
15415,,
24482,,
7550,,
2281,,
23462,,
5281,,
12142,,
23878,,
7794,,
5683,,
11140,,
20789,,
2669,,
23932,,
11277,,
16457,,
8071,,
19579,,
22950,,
24112,,
23857,,
21632,,
8244,,
22800,,
32619,,
23979,,
21168,,
20580,,
23694,,
21225,,
4977,,
18004,,
22566,,
21527,,
19241,,
6281,,
9358,,
43323,,
23081,,
13947,,
8682,,
17230,,
23955,,
5690,,
2607,,
23694,,
5334,,
20052,,
20858,,
14584,,
5226,,
12382,,
23105,,
10862,,
21800,,
9582,,
5826,,
3137,,
11469,,
16274,,
8267,,
2960,,
2888,,
3983,,
3719,,
2814,,
4587,,
15616,,
7946,,
5046,,
7509,,
3586,,
3531,,
5027,,
2163,,
6344,,
5479,,
10454,,
5376,,
15136,,
7620,,
9840,,
5362,,
2850,,
2823,,
15211,,
6696,,
7211,,
5735,,
4079,,
1615,,
5392,,
6362,,
11007,,
7385,,
1642,,
4401,,
3742,,
5623.2,,
3507,,
8278,,
7442,,
2122,,
4382,,
2906,,
8959,,
7672,,
8517,,
10641,,
1074,,
12487,,
9263,,
2086,,
6197,,
2224,,
7119,,
6798,,
1742,,
6488,,
2686,,
21241,,
5817,,
21242,,
8354,,
2707,,
19588,,
12825,,
7852,,
22594,,
7685,,
22697,,
8308,,
23660,,
2660,,
22688,,
23869,,
17581,,
24445,,
3744,,
9367,,
21894,,
21243,,
23103,,
19969,,
22477,,
21830,,
27925,,
21964,,
7185,,
4110,,
23544,,
22075,,
11144,,
24262,,
20117,,
8842,,
21931,,
4708,,
24513,,
3959,,
37434,,
9885,,
21835,,
8682,,
19096,,
19428,,
22269,,
20609,,
16690,,
21689,,
9854,,
,Median,Average
,10149,11906.86321